Department,EducationField,JobRole,BusinessTravel,MaritalStatus,Employee Source,HourlyRate,DailyRate,MonthlyRate,MonthlyIncome,StockOptionLevel,Age,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education,JobLevel,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,TrainingTimesLastYear,Gender,DistanceFromHome,Company Website,LoyaltyFactor,TotalEarnInCompany,JobMatchFactor,SatisfactionCounts,Attrition
Research & Development,Life Sciences,Manufacturing Director,Travel_Rarely,Married,Seek,96,364,23888,5906,2,38,10,9,8,3,8,5,2,1,0,13,3,4,4,4,2,2,2,1,3,0,0.9,779592,0,14,0
Research & Development,Life Sciences,Manufacturing Director,Travel_Rarely,Married,Seek,31,556,23888,5906,2,45,10,9,8,3,8,2,2,0,0,13,3,2,4,4,2,2,2,1,25,0,0.9,779592,0,12,0
Research & Development,Technical Degree,Manufacturing Director,Travel_Rarely,Married,Seek,31,556,23888,5906,2,45,10,9,8,3,8,2,2,1,0,13,3,2,4,4,2,2,2,1,25,0,0.9,779592,0,12,0
Human Resources,Human Resources,Human Resources,Travel_Frequently,Single,Jora,31,1213,4223,3886,0,36,10,10,1,0,8,1,2,1,0,21,3,2,4,4,2,2,2,0,2,0,1,512952,0,12,0
Research & Development,Technical Degree,Human Resources,Travel_Rarely,Single,Jora,96,201,4223,3886,0,30,10,10,1,0,8,3,2,1,0,21,3,4,4,4,2,2,2,0,5,0,1,512952,1,14,0
Human Resources,Life Sciences,Human Resources,Travel_Frequently,Single,Jora,31,1213,4223,3886,0,36,10,10,1,0,8,1,2,0,0,21,3,2,4,4,2,2,2,0,2,0,1,512952,1,12,0
Research & Development,Life Sciences,Human Resources,Travel_Rarely,Single,Jora,96,201,4223,3886,0,30,10,10,1,0,8,3,2,0,0,21,4,4,4,4,2,2,2,0,5,0,1,512952,1,14,0
Research & Development,Technical Degree,Human Resources,Travel_Rarely,Single,Adzuna,96,201,4223,3886,0,30,10,10,1,0,8,3,2,1,0,21,4,4,4,4,2,2,2,0,5,0,1,512952,1,14,0
Research & Development,Life Sciences,Human Resources,Travel_Rarely,Single,Seek,96,201,4223,3886,0,30,10,10,1,0,8,3,2,0,0,21,4,4,4,4,2,2,2,0,5,0,1,512952,1,14,0
Human Resources,Human Resources,Human Resources,Travel_Frequently,Single,Jora,31,1213,4223,3886,0,36,10,10,1,0,8,1,2,1,0,21,4,2,4,4,2,2,2,0,2,0,1,512952,0,12,0
Human Resources,Life Sciences,Human Resources,Travel_Frequently,Single,Jora,31,1213,4223,3886,0,36,10,10,1,0,8,1,2,0,0,21,4,2,4,4,2,2,2,0,2,0,1,512952,1,12,0
Human Resources,Human Resources,Human Resources,Travel_Frequently,Single,Jora,31,1213,4223,3886,0,36,10,10,1,0,8,1,2,1,0,21,3,2,4,4,2,2,2,0,2,0,1,512952,0,12,0
Research & Development,Technical Degree,Human Resources,Travel_Rarely,Single,Jora,96,201,4223,3886,0,30,10,10,1,0,8,3,2,1,0,21,3,4,4,4,2,2,2,0,5,0,1,512952,1,14,0
Human Resources,Life Sciences,Human Resources,Travel_Frequently,Single,Jora,31,1213,4223,3886,0,36,10,10,1,0,8,1,2,0,0,21,3,2,4,4,2,2,2,0,2,0,1,512952,1,12,0
Research & Development,Life Sciences,Human Resources,Travel_Rarely,Single,Jora,96,201,4223,3886,0,30,10,10,1,0,8,3,2,0,0,21,4,4,4,4,2,2,2,0,5,0,1,512952,1,14,0
Research & Development,Technical Degree,Human Resources,Travel_Rarely,Single,Adzuna,96,201,4223,3886,0,30,10,10,1,0,8,3,2,1,0,21,4,4,4,4,2,2,2,0,5,0,1,512952,1,14,0
Research & Development,Life Sciences,Human Resources,Travel_Rarely,Single,Seek,96,201,4223,3886,0,30,10,10,1,0,8,3,2,0,0,21,4,4,4,4,2,2,2,0,5,0,1,512952,1,14,0
Human Resources,Human Resources,Human Resources,Travel_Frequently,Single,Jora,31,1213,4223,3886,0,36,10,10,1,0,8,1,2,1,0,21,4,2,4,4,2,2,2,0,2,0,1,512952,0,12,0
Human Resources,Life Sciences,Human Resources,Travel_Frequently,Single,Jora,31,1213,4223,3886,0,36,10,10,1,0,8,1,2,0,0,21,4,2,4,4,2,2,2,0,2,0,1,512952,1,12,0
Research & Development,Life Sciences,Manager,Travel_Rarely,Divorced,LinkedIn,31,1137,18991,16823,1,40,22,19,7,11,16,4,4,2,0,11,3,1,1,1,3,3,3,0,1,0,0.8636,4239396,0,6,0
Research & Development,Technical Degree,Manager,Non-Travel,Divorced,LinkedIn,96,1496,18991,16823,1,29,22,19,7,11,16,1,4,2,0,11,3,4,1,1,3,3,3,0,1,0,0.8636,4239396,0,9,0
Research & Development,Life Sciences,Manager,Travel_Rarely,Divorced,LinkedIn,31,1137,18991,16823,1,40,22,19,7,11,16,4,4,1,0,11,4,1,1,1,3,3,3,0,1,0,0.8636,4239396,0,6,0
Research & Development,Life Sciences,Manager,Non-Travel,Divorced,LinkedIn,96,1496,18991,16823,1,29,22,19,7,11,16,1,4,1,0,11,3,4,1,1,3,3,3,0,1,0,0.8636,4239396,0,9,0
Research & Development,Technical Degree,Manager,Non-Travel,Divorced,LinkedIn,96,1496,18991,16823,1,29,22,19,7,11,16,1,4,2,0,11,3,4,1,1,3,3,3,0,1,0,0.8636,4239396,0,9,0
Research & Development,Life Sciences,Manager,Non-Travel,Divorced,LinkedIn,96,1496,18991,16823,1,29,22,19,7,11,16,1,4,1,0,11,3,4,1,1,3,3,3,0,1,0,0.8636,4239396,0,9,0
Research & Development,Life Sciences,Manager,Travel_Rarely,Divorced,LinkedIn,31,1137,18991,16823,1,40,22,19,7,11,16,4,4,2,0,11,3,1,1,1,3,3,3,0,1,0,0.8636,4239396,0,6,0
Research & Development,Life Sciences,Manager,Travel_Rarely,Divorced,LinkedIn,31,1137,18991,16823,1,40,22,19,7,11,16,4,4,1,0,11,3,1,1,1,3,3,3,0,1,0,0.8636,4239396,0,6,0
Research & Development,Life Sciences,Manager,Travel_Rarely,Divorced,LinkedIn,31,1137,18991,16823,1,40,22,19,7,11,16,4,4,2,0,11,3,1,1,1,3,3,3,0,1,0,0.8636,4239396,0,6,0
Research & Development,Technical Degree,Manager,Non-Travel,Divorced,LinkedIn,96,1496,18991,16823,1,29,22,19,7,11,16,1,4,2,0,11,3,4,1,1,3,3,3,0,1,0,0.8636,4239396,0,9,0
Research & Development,Life Sciences,Manager,Travel_Rarely,Divorced,LinkedIn,31,1137,18991,16823,1,40,22,19,7,11,16,4,4,1,0,11,4,1,1,1,3,3,3,0,1,0,0.8636,4239396,0,6,0
Research & Development,Life Sciences,Manager,Non-Travel,Divorced,LinkedIn,96,1496,18991,16823,1,29,22,19,7,11,16,1,4,1,0,11,3,4,1,1,3,3,3,0,1,0,0.8636,4239396,0,9,0
Research & Development,Technical Degree,Manager,Non-Travel,Divorced,LinkedIn,96,1496,18991,16823,1,29,22,19,7,11,16,1,4,2,0,11,3,4,1,1,3,3,3,0,1,0,0.8636,4239396,0,9,0
Research & Development,Life Sciences,Manager,Non-Travel,Divorced,LinkedIn,96,1496,18991,16823,1,29,22,19,7,11,16,1,4,1,0,11,3,4,1,1,3,3,3,0,1,0,0.8636,4239396,0,9,0
Research & Development,Life Sciences,Manager,Travel_Rarely,Divorced,LinkedIn,31,1137,18991,16823,1,40,22,19,7,11,16,4,4,1,0,11,3,1,1,1,3,3,3,0,1,0,0.8636,4239396,0,6,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,Recruit.net,31,482,14908,2933,1,26,1,1,0,1,0,2,1,1,1,13,3,2,3,3,2,2,3,1,1,0,1,73912,0,10,0
Research & Development,Technical Degree,Research Scientist,Travel_Rarely,Married,Recruit.net,96,1157,14908,2933,1,27,1,1,0,1,0,3,1,1,1,13,3,4,3,3,2,2,3,1,17,0,1,73912,1,12,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,Recruit.net,31,482,14908,2933,1,26,1,1,0,1,0,2,1,2,1,13,3,2,3,3,2,2,3,1,1,0,1,73912,0,10,0
Research & Development,Medical,Research Scientist,Travel_Rarely,Married,Recruit.net,96,1157,14908,2933,1,27,1,1,0,1,0,3,1,3,1,13,3,4,3,3,2,2,3,1,17,0,1,73912,0,12,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,Recruit.net,31,482,26767,2933,1,26,1,1,0,1,0,2,1,2,1,13,3,2,3,3,2,2,3,1,1,0,1,73912,0,10,0
Research & Development,Technical Degree,Research Scientist,Travel_Rarely,Married,Seek,96,1157,14908,2933,1,27,1,1,0,1,0,3,1,1,1,13,3,4,3,3,2,2,3,1,17,0,1,73912,1,12,0
Research & Development,Medical,Research Scientist,Travel_Rarely,Married,Jora,96,1157,14908,2933,1,27,1,1,0,1,0,3,1,3,1,13,3,4,3,3,2,2,3,1,17,0,1,73912,0,12,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,Recruit.net,31,482,14908,2933,1,26,1,1,0,1,0,2,1,1,1,13,3,2,3,3,2,2,3,1,1,0,1,73912,0,10,0
Research & Development,Technical Degree,Research Scientist,Travel_Rarely,Married,Recruit.net,96,1157,14908,2933,1,27,1,1,0,1,0,3,1,1,1,13,3,4,3,3,2,2,3,1,17,0,1,73912,1,12,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,Recruit.net,31,482,14908,2933,1,26,1,1,0,1,0,2,1,2,1,13,3,2,3,3,2,2,3,1,1,0,1,73912,0,10,0
Research & Development,Medical,Research Scientist,Travel_Rarely,Married,Recruit.net,96,1157,14908,2933,1,27,1,1,0,1,0,3,1,3,1,13,3,4,3,3,2,2,3,1,17,0,1,73912,0,12,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,Recruit.net,31,482,22914,2933,1,26,1,1,0,1,0,2,1,1,1,13,3,2,3,3,2,2,3,1,1,0,1,73912,0,10,0
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,Recruit.net,31,482,26767,2933,1,26,1,1,0,1,0,2,1,2,1,13,3,2,3,3,2,2,3,1,1,0,1,73912,0,10,0
Research & Development,Technical Degree,Research Scientist,Travel_Rarely,Married,Seek,96,1157,14908,2933,1,27,1,1,0,1,0,3,1,1,1,13,3,4,3,3,2,2,3,1,17,0,1,73912,1,12,0
Research & Development,Medical,Research Scientist,Travel_Rarely,Married,Jora,96,1157,14908,2933,1,27,1,1,0,1,0,3,1,3,1,13,3,4,3,3,2,2,3,1,17,0,1,73912,0,12,0
Sales,Medical,Sales Executive,Travel_Rarely,Single,Seek,31,511,26997,6500,0,27,9,8,7,0,7,2,2,0,0,14,3,1,3,2,2,4,5,1,2,0,0.8889,702000,1,8,0
Sales,Technical Degree,Sales Executive,Travel_Frequently,Single,Seek,96,602,26997,6500,0,19,9,8,7,0,7,1,2,0,0,14,3,4,3,2,2,4,5,1,1,0,0.8889,702000,1,11,1
Sales,Life Sciences,Sales Executive,Travel_Frequently,Single,Seek,96,602,26997,6500,0,19,9,8,7,0,7,1,2,4,0,14,4,4,3,2,2,4,5,1,1,0,0.8889,702000,1,11,1
Sales,Life Sciences,Sales Executive,Travel_Rarely,Single,Seek,31,511,26997,6500,0,27,9,8,7,0,7,2,2,4,0,14,3,1,3,2,2,4,5,1,2,0,0.8889,702000,1,8,0
Sales,Technical Degree,Laboratory Technician,Travel_Frequently,Single,Seek,96,602,4344,6500,0,19,9,8,7,0,7,1,2,0,0,14,3,2,3,2,2,4,5,1,1,0,0.8889,702000,0,9,1
Sales,Life Sciences,Laboratory Technician,Travel_Frequently,Single,Seek,96,602,4973,6500,0,19,16,14,8,6,9,1,2,4,0,14,3,2,3,2,2,4,3,1,1,0,0.875,1170000,0,9,1
Sales,Medical,Sales Executive,Travel_Rarely,Single,Company Website,31,511,26997,6500,0,27,9,8,7,0,7,2,2,0,0,14,3,1,3,2,2,4,5,1,2,1,0.8889,702000,1,8,0
Sales,Life Sciences,Sales Executive,Travel_Rarely,Single,LinkedIn,31,511,26997,6500,0,27,9,8,7,0,7,2,2,4,0,14,3,1,3,2,2,4,5,1,2,0,0.8889,702000,1,8,0
Sales,Medical,Sales Executive,Travel_Rarely,Single,Seek,31,511,26997,6500,0,27,9,8,7,0,7,2,2,0,0,14,3,1,3,2,2,4,5,1,2,0,0.8889,702000,1,8,0
Sales,Technical Degree,Sales Executive,Travel_Frequently,Single,Seek,96,602,26997,6500,0,19,9,8,7,0,7,1,2,0,0,14,3,4,3,2,2,4,5,1,1,0,0.8889,702000,1,11,1
Sales,Life Sciences,Sales Executive,Travel_Frequently,Single,Seek,96,602,26997,6500,0,19,9,8,7,0,7,1,2,4,0,14,4,4,3,2,2,4,5,1,1,0,0.8889,702000,1,11,1
Sales,Life Sciences,Sales Executive,Travel_Rarely,Single,Seek,31,511,26997,6500,0,27,9,8,7,0,7,2,2,4,0,14,3,1,3,2,2,4,5,1,2,0,0.8889,702000,1,8,0
Sales,Technical Degree,Laboratory Technician,Travel_Frequently,Single,Seek,96,602,4344,6500,0,19,9,8,7,0,7,1,2,0,0,14,3,2,3,2,2,4,5,1,1,0,0.8889,702000,0,9,1
Sales,Life Sciences,Laboratory Technician,Travel_Frequently,Single,Seek,96,602,4973,6500,0,19,16,14,8,6,9,1,2,4,0,14,3,2,3,2,2,4,3,1,1,0,0.875,1170000,0,9,1
Sales,Medical,Sales Executive,Travel_Rarely,Single,Company Website,31,511,26997,6500,0,27,9,8,7,0,7,2,2,0,0,14,3,1,3,2,2,4,5,1,2,1,0.8889,702000,1,8,0
Sales,Life Sciences,Sales Executive,Travel_Rarely,Single,LinkedIn,31,511,26997,6500,0,27,9,8,7,0,7,2,2,4,0,14,3,1,3,2,2,4,5,1,2,0,0.8889,702000,1,8,0
Research & Development,Medical,Manager,Travel_Frequently,Divorced,Referral,31,117,2437,17174,1,48,24,22,17,4,7,3,4,3,0,11,3,4,4,2,3,3,3,1,22,0,0.9167,4977025,0,13,0
Research & Development,Technical Degree,Manager,Travel_Rarely,Divorced,Referral,96,1084,2437,17174,1,38,24,22,17,4,7,3,4,3,0,11,3,4,4,2,3,3,3,1,29,0,0.9167,4977025,0,13,0
Research & Development,Other,Manager,Travel_Frequently,Divorced,Referral,31,117,2437,17174,1,48,24,22,17,4,7,3,4,1,0,11,3,4,4,2,3,3,3,1,22,0,0.9167,4977025,0,13,0
Research & Development,Technical Degree,Manager,Travel_Rarely,Divorced,Referral,96,1084,2437,17174,1,38,24,22,17,4,7,3,4,1,0,11,3,4,4,2,3,3,3,1,29,0,0.9167,4977025,0,13,0
Research & Development,Technical Degree,Manager,Travel_Rarely,Divorced,Referral,96,1084,2437,17174,1,38,24,22,17,4,7,3,4,3,0,11,3,4,4,2,3,3,3,1,29,0,0.9167,4977025,0,13,0
Research & Development,Technical Degree,Manager,Travel_Rarely,Divorced,Referral,96,1084,2437,17174,1,38,24,22,17,4,7,3,4,1,0,11,3,4,4,2,3,3,3,1,29,0,0.9167,4977025,0,13,0
Research & Development,Medical,Manager,Travel_Frequently,Divorced,Referral,31,117,2437,17174,1,48,24,22,17,4,7,3,4,3,0,11,3,4,4,2,3,3,3,1,22,0,0.9167,4977025,0,13,0
Research & Development,Other,Manager,Travel_Frequently,Divorced,Referral,31,117,2437,17174,1,48,24,22,17,4,7,3,4,1,0,11,3,4,4,2,3,3,3,1,22,0,0.9167,4977025,0,13,0
Research & Development,Medical,Manager,Travel_Frequently,Divorced,Referral,31,117,2437,17174,1,48,24,22,17,4,7,3,4,3,0,11,3,4,4,2,3,3,3,1,22,0,0.9167,4977025,0,13,0
Research & Development,Technical Degree,Manager,Travel_Rarely,Divorced,Referral,96,1084,2437,17174,1,38,24,22,17,4,7,3,4,3,0,11,3,4,4,2,3,3,3,1,29,0,0.9167,4977025,0,13,0
Research & Development,Other,Manager,Travel_Frequently,Divorced,Referral,31,117,2437,17174,1,48,24,22,17,4,7,3,4,1,0,11,3,4,4,2,3,3,3,1,22,0,0.9167,4977025,0,13,0
Research & Development,Technical Degree,Manager,Travel_Rarely,Divorced,Referral,96,1084,2437,17174,1,38,24,22,17,4,7,3,4,1,0,11,3,4,4,2,3,3,3,1,29,0,0.9167,4977025,0,13,0
Research & Development,Technical Degree,Manager,Travel_Rarely,Divorced,Referral,96,1084,2437,17174,1,38,24,22,17,4,7,3,4,3,0,11,3,4,4,2,3,3,3,1,29,0,0.9167,4977025,0,13,0
Research & Development,Technical Degree,Manager,Travel_Rarely,Divorced,Referral,96,1084,2437,17174,1,38,24,22,17,4,7,3,4,1,0,11,3,4,4,2,3,3,3,1,29,0,0.9167,4977025,0,13,0
Research & Development,Medical,Manager,Travel_Frequently,Divorced,Referral,31,117,2437,17174,1,48,24,22,17,4,7,3,4,3,0,11,3,4,4,2,3,3,3,1,22,0,0.9167,4977025,0,13,0
Research & Development,Other,Manager,Travel_Frequently,Divorced,Referral,31,117,2437,17174,1,48,24,22,17,4,7,3,4,1,0,11,3,4,4,2,3,3,3,1,22,0,0.9167,4977025,0,13,0
Research & Development,Life Sciences,Healthcare Representative,Travel_Rarely,Married,LinkedIn,31,170,9364,5033,1,44,10,2,0,2,2,4,2,2,0,15,3,2,1,4,3,4,5,0,1,0,0.2,190247,0,10,0
Research & Development,Technical Degree,Healthcare Representative,Travel_Frequently,Married,LinkedIn,96,472,9364,5033,1,27,10,2,0,2,2,1,2,2,0,15,3,4,1,4,3,4,5,0,1,0,0.2,190247,1,12,0
Research & Development,Life Sciences,Healthcare Representative,Travel_Rarely,Married,LinkedIn,31,170,9364,5033,1,44,10,2,0,2,2,4,2,0,0,15,3,2,1,4,3,4,5,0,1,0,0.2,190247,0,10,0
Research & Development,Life Sciences,Healthcare Representative,Travel_Frequently,Married,LinkedIn,96,472,9364,5033,1,27,10,2,0,2,2,1,2,0,0,15,4,4,1,4,3,4,5,0,1,0,0.2,190247,0,12,0
Research & Development,Technical Degree,Healthcare Representative,Travel_Frequently,Married,Company Website,96,472,9364,5033,1,27,10,2,0,2,2,1,2,2,0,15,3,4,1,4,3,4,5,0,1,1,0.2,190247,1,12,0
Research & Development,Life Sciences,Healthcare Representative,Travel_Frequently,Married,Company Website,96,472,9364,5033,1,27,10,2,0,2,2,1,2,0,0,15,3,4,1,4,3,4,5,0,1,1,0.2,190247,0,12,0
Research & Development,Life Sciences,Healthcare Representative,Travel_Rarely,Married,LinkedIn,31,170,9364,5033,1,44,10,2,0,2,2,4,2,2,0,15,3,2,1,4,3,4,5,0,1,0,0.2,190247,0,10,0
Research & Development,Life Sciences,Healthcare Representative,Travel_Rarely,Married,LinkedIn,31,170,9364,5033,1,44,10,2,0,2,2,4,2,0,0,15,3,2,1,4,3,4,5,0,1,0,0.2,190247,0,10,0
Research & Development,Life Sciences,Healthcare Representative,Travel_Rarely,Married,LinkedIn,31,170,9364,5033,1,44,10,2,0,2,2,4,2,2,0,15,3,2,1,4,3,4,5,0,1,0,0.2,190247,0,10,0
Research & Development,Technical Degree,Healthcare Representative,Travel_Frequently,Married,LinkedIn,96,472,9364,5033,1,27,10,2,0,2,2,1,2,2,0,15,3,4,1,4,3,4,5,0,1,0,0.2,190247,1,12,0
Research & Development,Life Sciences,Healthcare Representative,Travel_Rarely,Married,LinkedIn,31,170,9364,5033,1,44,10,2,0,2,2,4,2,0,0,15,3,2,1,4,3,4,5,0,1,0,0.2,190247,0,10,0
Research & Development,Life Sciences,Healthcare Representative,Travel_Frequently,Married,LinkedIn,96,472,9364,5033,1,27,10,2,0,2,2,1,2,0,0,15,4,4,1,4,3,4,5,0,1,0,0.2,190247,0,12,0
Research & Development,Technical Degree,Healthcare Representative,Travel_Frequently,Married,Company Website,96,472,9364,5033,1,27,10,2,0,2,2,1,2,2,0,15,3,4,1,4,3,4,5,0,1,1,0.2,190247,1,12,0
Research & Development,Life Sciences,Healthcare Representative,Travel_Frequently,Married,Company Website,96,472,9364,5033,1,27,10,2,0,2,2,1,2,0,0,15,3,4,1,4,3,4,5,0,1,1,0.2,190247,0,12,0
Research & Development,Life Sciences,Healthcare Representative,Travel_Rarely,Married,LinkedIn,31,170,9364,5033,1,44,10,2,0,2,2,4,2,2,0,15,3,2,1,4,3,4,5,0,1,0,0.2,190247,0,10,0
Research & Development,Life Sciences,Healthcare Representative,Travel_Rarely,Married,LinkedIn,31,170,9364,5033,1,44,10,2,0,2,2,4,2,0,0,15,3,2,1,4,3,4,5,0,1,0,0.2,190247,0,10,0
Research & Development,Technical Degree,Research Scientist,Non-Travel,Married,Recruit.net,31,967,14460,2307,1,34,5,5,2,3,0,4,1,1,1,23,4,4,1,2,3,1,2,0,16,0,1,174409,1,10,1
Research & Development,Technical Degree,Research Scientist,Travel_Rarely,Married,Recruit.net,96,1005,14460,2307,1,30,5,5,2,3,0,3,1,1,1,23,3,4,1,2,3,1,2,0,3,0,1,174409,1,10,1
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,Recruit.net,96,1005,14460,2307,1,30,5,5,2,3,0,3,1,3,1,23,3,4,1,2,3,1,2,0,3,0,1,174409,0,10,1
Research & Development,Medical,Research Scientist,Non-Travel,Married,Recruit.net,31,967,14460,2307,1,34,5,5,2,3,0,4,1,3,1,23,3,4,1,2,3,1,2,0,16,0,1,174409,0,10,1
Research & Development,Technical Degree,Research Scientist,Travel_Rarely,Married,Company Website,96,1005,14460,2307,1,30,5,5,2,3,0,3,1,1,1,23,4,4,1,2,3,1,2,0,3,1,1,174409,1,10,1
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,LinkedIn,96,1005,14460,2307,1,30,5,5,2,3,0,3,1,3,1,23,4,4,1,2,3,1,2,0,3,0,1,174409,0,10,1
Research & Development,Technical Degree,Research Scientist,Non-Travel,Married,Recruit.net,31,967,14460,2307,1,34,5,5,2,3,0,4,1,1,1,23,4,4,1,2,3,1,2,0,16,0,1,174409,1,10,1
Research & Development,Medical,Research Scientist,Non-Travel,Married,Recruit.net,31,967,14460,2307,1,34,5,5,2,3,0,4,1,3,1,23,4,4,1,2,3,1,2,0,16,0,1,174409,0,10,1
Research & Development,Technical Degree,Research Scientist,Non-Travel,Married,Recruit.net,31,967,14460,2307,1,34,5,5,2,3,0,4,1,1,1,23,4,4,1,2,3,1,2,0,16,0,1,174409,1,10,1
Research & Development,Technical Degree,Research Scientist,Travel_Rarely,Married,Recruit.net,96,1005,14460,2307,1,30,5,5,2,3,0,3,1,1,1,23,3,4,1,2,3,1,2,0,3,0,1,174409,1,10,1
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,Recruit.net,96,1005,14460,2307,1,30,5,5,2,3,0,3,1,3,1,23,3,4,1,2,3,1,2,0,3,0,1,174409,0,10,1
Research & Development,Medical,Research Scientist,Non-Travel,Married,Recruit.net,31,967,14460,2307,1,34,5,5,2,3,0,4,1,3,1,23,3,4,1,2,3,1,2,0,16,0,1,174409,0,10,1
Research & Development,Technical Degree,Research Scientist,Travel_Rarely,Married,Company Website,96,1005,14460,2307,1,30,5,5,2,3,0,3,1,1,1,23,4,4,1,2,3,1,2,0,3,1,1,174409,1,10,1
Research & Development,Life Sciences,Research Scientist,Travel_Rarely,Married,LinkedIn,96,1005,14460,2307,1,30,5,5,2,3,0,3,1,3,1,23,4,4,1,2,3,1,2,0,3,0,1,174409,0,10,1
Research & Development,Technical Degree,Research Scientist,Non-Travel,Married,Recruit.net,31,967,14460,2307,1,34,5,5,2,3,0,4,1,1,1,23,4,4,1,2,3,1,2,0,16,0,1,174409,1,10,1
Research & Development,Medical,Research Scientist,Non-Travel,Married,Recruit.net,31,967,14460,2307,1,34,5,5,2,3,0,4,1,3,1,23,4,4,1,2,3,1,2,0,16,0,1,174409,0,10,1
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Single,Seek,31,1162,10261,2587,0,56,5,4,2,1,0,2,1,1,0,16,3,1,4,4,3,3,3,0,24,0,0.8,155220,0,12,1
Research & Development,Technical Degree,Laboratory Technician,Travel_Rarely,Single,Seek,96,992,10261,2587,0,29,5,4,2,1,0,3,1,1,0,16,3,4,4,4,3,3,3,0,1,0,0.8,155220,0,15,1
Research & Development,Technical Degree,Laboratory Technician,Travel_Rarely,Single,Seek,31,1162,10261,2587,0,56,5,4,2,1,0,2,1,1,0,16,3,1,4,4,3,3,3,0,24,0,0.8,155220,0,12,1
Research & Development,Technical Degree,Laboratory Technician,Travel_Rarely,Single,Seek,96,992,10261,2587,0,29,5,4,2,1,0,3,1,1,0,16,3,4,4,4,3,3,3,0,1,0,0.8,155220,0,15,1
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Single,Seek,96,992,10261,2587,0,29,5,4,2,1,0,3,1,1,0,16,3,4,4,4,3,3,3,0,1,0,0.8,155220,0,15,1
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Single,Seek,31,1162,10261,2587,0,56,5,4,2,1,0,2,1,1,0,16,3,1,4,4,3,3,3,0,24,0,0.8,155220,0,12,1
Research & Development,Technical Degree,Laboratory Technician,Travel_Rarely,Single,Seek,31,1162,10261,2587,0,56,5,4,2,1,0,2,1,1,0,16,3,1,4,4,3,3,3,0,24,0,0.8,155220,0,12,1
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Single,Seek,31,1162,10261,2587,0,56,5,4,2,1,0,2,1,1,0,16,3,1,4,4,3,3,3,0,24,0,0.8,155220,0,12,1
Research & Development,Technical Degree,Laboratory Technician,Travel_Rarely,Single,Seek,96,992,10261,2587,0,29,5,4,2,1,0,3,1,1,0,16,3,4,4,4,3,3,3,0,1,0,0.8,155220,0,15,1
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Single,Seek,96,992,10261,2587,0,29,5,4,2,1,0,3,1,1,0,16,3,4,4,4,3,3,3,0,1,0,0.8,155220,0,15,1
Research & Development,Technical Degree,Laboratory Technician,Travel_Rarely,Single,Seek,31,1162,10261,2587,0,56,5,4,2,1,0,2,1,1,0,16,3,1,4,4,3,3,3,0,24,0,0.8,155220,0,12,1
Research & Development,Technical Degree,Laboratory Technician,Travel_Rarely,Single,Seek,96,992,10261,2587,0,29,5,4,2,1,0,3,1,1,0,16,3,4,4,4,3,3,3,0,1,0,0.8,155220,0,15,1
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Single,Seek,96,992,10261,2587,0,29,5,4,2,1,0,3,1,1,0,16,3,4,4,4,3,3,3,0,1,0,0.8,155220,0,15,1
Research & Development,Life Sciences,Laboratory Technician,Travel_Rarely,Single,Seek,31,1162,10261,2587,0,56,5,4,2,1,0,2,1,1,0,16,3,1,4,4,3,3,3,0,24,0,0.8,155220,0,12,1
Research & Development,Technical Degree,Laboratory Technician,Travel_Rarely,Single,Seek,31,1162,10261,2587,0,56,5,4,2,1,0,2,1,1,0,16,3,1,4,4,3,3,3,0,24,0,0.8,155220,0,12,1
Sales,Marketing,Sales Executive,Travel_Rarely,Married,Jora,31,335,16822,5507,2,36,12,4,2,1,3,2,2,2,0,16,4,3,2,3,1,2,1,0,17,0,0.3333,363462,0,9,0
Research & Development,Technical Degree,Sales Executive,Travel_Rarely,Married,Jora,96,532,16822,5507,2,42,12,4,2,1,3,2,2,2,0,16,3,4,2,3,1,2,1,0,4,0,0.3333,363462,1,10,0
Research & Development,Life Sciences,Sales Executive,Travel_Rarely,Married,Jora,96,532,16822,5507,2,42,12,4,2,1,3,2,2,5,0,16,3,4,2,3,1,2,1,0,4,0,0.3333,363462,1,10,0
